user_id,interarrival_mean,interarrival_std_dev
857490530.0,306150.28282828286,1826125.57110015
474263130.0,3666.280821917808,9331.269231778364
3231663692.0,121455.8717948718,333528.5595695094
128466477.0,2851.190954773869,2621.7640295901647
854201534.0,4350.743718592965,3447.95817805791
1254765698.0,110406.58888888889,160749.76790678903
476919617.0,240524.61306532664,922437.1567566663
1682313314.0,95949.10050251256,185381.12558238202
2960981093.0,158998.15384615384,581505.4962005634
3287695303.0,93146.78894472362,308095.5824466515
202539396.0,207228.45652173914,1005953.6761011253
2900371521.0,7962.680203045686,73840.05237618696
121857594.0,203469.86363636365,2240183.427145392
203939641.0,109279.03125,168455.79773297562
124640990.0,205402.18592964823,1932902.1330602968
51948170.0,5130.658291457286,10328.249280970538
2953167296.0,57274.92307692308,85085.92666904931
2803341352.0,106285.37185929649,137926.80821455154
166882121.0,761446.9849246232,6604266.177998715
2965914446.0,87829.84895833333,682863.4532600364
2986196889.0,20858.396984924624,47071.43305559891
2245462992.0,202220.1269035533,1176971.2587767455
2853501332.0,30855.80808080808,72377.74204483462
3979873394.0,803.8341708542714,7035.953124451983
12595312.0,199653.78391959798,306333.4349889663
47499461.0,42888.31155778895,37822.0326780956
3398729818.0,97502.51256281407,321347.7473487236
3223536685.0,5402.678391959799,5416.2317907509405
889795548.0,132352.7487437186,237165.4843091743
29086373.0,8035.36170212766,13410.53405745092
2231476190.0,252131.49246231155,487420.3279311102
123214345.0,34315.8125,60192.424255952625
231718751.0,138441.0,971621.9344974427
17861479.0,68219.53266331658,50798.91417574654
390146736.0,61718.60301507538,123346.87293023086
10086382.0,8434.923913043478,14160.73421451765
3165751084.0,99.44723618090453,283.1993384639725
1630352731.0,33000.82233502538,26287.618330813202
3064076521.0,310535.83684210526,3075213.8921906077
193372339.0,7798.693467336683,18736.77850177641
3252761153.0,610.5591397849462,498.37616881455193
116010130.0,59998.85427135678,126339.23935268464
2797875551.0,67540.43654822336,484309.333263991
569043660.0,144090.0904522613,178321.20125993373
3009372480.0,4847.680203045686,18468.724465567175
3083900914.0,899.9899497487437,78.7557760472303
82425278.0,95536.81909547739,280706.501892763
394843636.0,44779.57788944724,414066.3858930903
2971761881.0,260.678391959799,2525.777077716284
2903675308.0,36487.030150753766,242482.3683043191
14046314.0,63204.0206185567,74371.58894799183
1864506978.0,131204.6984924623,397418.8484829666
616303909.0,2722.532663316583,4985.775654002965
564538442.0,5890.54358974359,21457.64557333036
449255296.0,65032.47236180904,90764.73342536116
3506030840.0,136967.391959799,796432.7173983371
2394624993.0,44186.54271356784,128636.18783374658
4302224242.0,61856.747126436785,160330.49159085006
55662988.0,19610.05025125628,30081.580373315974
830163432.0,31536021.0,0.0
35950289.0,119872.6393442623,230072.40527904758
2394940873.0,46553.4693877551,225594.40345283138
349819728.0,14514.6,47645.29774356892
3199919103.0,323927.9636363636,834232.8545153172
264121073.0,62695.1116751269,86167.48804430649
3976414213.0,1684133.0,4107823.3474143315
3282398730.0,33182.32663316583,423868.90748486243
1413000943.0,162432.56281407035,246820.0090986794
2880393984.0,192944.85263157895,565753.8419185218
455567062.0,15500.971962616823,25915.121519910666
3422980817.0,154900.41919191918,321324.3999453094
3301224100.0,1351.9095477386934,827.8750129364452
2363099551.0,33028.63819095477,32606.785345578177
16724972.0,96871.94923857869,67784.0965519039
881182314.0,410570.38759689924,1477613.0411187152
82570028.0,138547.824120603,249588.6176443797
3244584983.0,379.3369565217391,302.88652191201015
463193055.0,13782.624060150376,23398.819705983147
386582662.0,327388.86432160804,734044.494905097
3299614305.0,29497.6345177665,324619.5760674666
250231768.0,42971.43548387097,48859.275367302376
422028183.0,26529.356783919597,43167.22288387187
472588972.0,83967.76216216217,205108.21182134282
4601655193.0,144.66834170854273,544.4059604759785
219874207.0,51134.78881987578,537749.0030061002
4383007034.0,,
2391701899.0,291618.66834170854,2714047.998258606
348847009.0,17382.899497487437,18728.69349179214
1477753758.0,164212.5929648241,265477.55764390517
2559048510.0,72764.8743718593,79604.30771347745
2893011943.0,92083.93467336684,205761.12636632423
527681453.0,23008.66929133858,51799.064620663485
35134309.0,3060.3768844221104,5341.608875663885
3343397847.0,228604.8418079096,1195657.7810200378
505833082.0,33509.336956521736,129893.9637175912
3291174194.0,22790.336683417085,41282.41987134939
3315537879.0,201313.55494505496,800329.1078480541
1908756390.0,90371.60795454546,438729.1754913867
3166053603.0,1013.070351758794,926.134748802828
351814159.0,3546.5202312138726,9956.93341641086
593481765.0,29325.51256281407,33383.69015116721
1383114716.0,78487.0505050505,156905.66000300067
969397086.0,8780.477386934674,4515.850893764627
956123437.0,14788.668421052631,18577.159631925853
637056372.0,16588.286432160803,124522.65075987056
788612149.0,66831.64948453609,132751.45669758486
472532911.0,12055.83076923077,16315.034171509258
165448700.0,64456.8031496063,73618.85444265917
171134107.0,475817.1067961165,1608562.2198983203
34953652.0,9330.644670050762,23243.03943699446
3287352410.0,97085.24623115578,678439.3457208577
868796322.0,13810.726804123711,39531.5843458023
580001344.0,138980.37974683545,533933.2945965882
116993598.0,19503.610294117647,27779.18477400702
1182747510.0,36957.71323529412,161718.5357818943
2957206289.0,145775.65829145728,1364293.625789567
90905432.0,313104.6395939086,1020882.0547337424
190754647.0,43986.74074074074,82111.82937341725
2985092002.0,47317.38190954774,27537.03082319629
3313759618.0,172117.1581632653,149262.89100231123
2965318498.0,88238.17676767676,287292.79886191577
1343037642.0,148514.98994974873,170633.07200698994
1131784363.0,9918.693467336683,14433.261335032155
1174900730.0,31676.99497487437,51772.888575801786
104895413.0,78574.33668341709,90477.031800226
4000918709.0,59661.1608040201,335942.4314842979
955350116.0,682.3559322033898,3657.5906618405857
1341355722.0,125784.95959595959,177548.9737679691
460332176.0,183161.61306532664,1368958.021241166
863278244.0,313220.8274111675,1897356.218152201
458167829.0,9653.21608040201,20062.64504169097
2512155349.0,40729.79396984925,44643.24116899589
567588156.0,95498.24120603016,120698.88250789809
3287226222.0,25152.613065326634,54956.63833717127
3242533095.0,582.404958677686,551.6243418494746
3410625701.0,28684.13567839196,62597.48815241425
23973435.0,48944.29761904762,75650.20368159087
349113353.0,30547.903743315506,57876.74906342929
2935260660.0,67605.55778894473,79579.50319099797
4314820157.0,352.72361809045225,4794.744047538094
3034488080.0,155788.09137055837,1496225.1880979321
3164188794.0,321366.9292929293,350288.7146990611
61766010.0,20732.99497487437,32574.93115269762
1291136252.0,107659.57575757576,280995.452254047
2874039644.0,202521.33333333334,114343.45116456045
173751500.0,98246.74874371859,111601.76598590656
516632569.0,357460.9398907104,2131588.470261441
261084272.0,608843.0,2752997.092735533
3154590891.0,11084.42564102564,23390.58430658467
3471601759.0,2575.3960396039606,13240.357350685279
764179099.0,104924.29743589743,153130.14491328225
3387153855.0,14290.527638190955,23580.617000805625
4242657261.0,873.832,5453.343046221831
13630852.0,34647.17171717172,67891.94603972862
481673572.0,348025.41847826086,1880742.8981642278
1378871144.0,2870.718592964824,12611.563289865273
2714388032.0,171076.53266331658,191965.1584260419
2293099507.0,1706.643216080402,6860.597683966605
238160951.0,65559.82914572864,35566.606890303745
276591681.0,20764.23232323232,34685.23037210835
2581583929.0,29433.261306532662,29615.636768573808
3962411603.0,1770.1728395061727,18451.57575310563
155790304.0,10070.853535353535,43964.887189088244
202974156.0,53932.61306532663,116476.03860223085
3303432793.0,67356.61306532663,136663.00787845982
54263355.0,16903.075376884422,26192.655695658337
3250222040.0,130848.4824120603,1135378.1987938245
247324832.0,98094.11055276381,98219.46912498462
16198774.0,23451.959798994976,23139.19334987298
194139854.0,168510.923857868,1043344.3403769819
2884456853.0,43734.76884422111,114721.14496007959
1587081356.0,28946.502512562813,25829.349542481363
1700033959.0,13697.16,21324.45229811073
3891754217.0,94528.93969849247,1142617.43014974
702278455.0,17063.734375,20886.746353032147
1605070976.0,276759.6923076923,496577.2693716124
712847001.0,41965.195979899494,418140.7644267342
12052952.0,14287.4453125,25683.27877475945
1578932334.0,13955.88944723618,18111.365568382666
355962374.0,4975918.956521739,14055969.544485873
163082317.0,28569.110552763817,26392.48485063112
283113965.0,13921.959798994974,3112.772684814714
2817823998.0,302361.09547738696,2744470.7910393314
2990025622.0,176308.625,540838.6604071158
67679771.0,35081.64,48799.393114512044
22263651.0,10051.576642335767,19301.365758840348
104899180.0,16081.125628140704,38043.01221051699
1851154382.0,18.251256281407034,57.74599715013992
51474841.0,20154.641414141413,39626.858763116994
848068296.0,53629.43216080402,97033.01874008268
2864106887.0,9392.558441558442,9964.574495178467
3502015274.0,2820.4371859296484,20818.7605548463
394693980.0,55171.959798994976,188204.07505755487
304913975.0,33919.85427135678,68735.37970316714
3257929151.0,242963.0,302924.1586211528
85164850.0,30086.637096774193,33021.78211382813
3415512285.0,19490.91959798995,32238.397430985286
2436275671.0,20772.081871345028,65064.80526065787
1707310794.0,38815.770833333336,71720.4409477462
3967868833.0,16729.924623115578,33674.79103730829
1633515085.0,31550.4923857868,188563.00005384348
3287027977.0,133077.38190954775,590466.1553836705
4274498962.0,193009.4417177914,752047.8877696218
2173761470.0,212831.70707070708,805237.0767688341
452462357.0,81393.81407035176,112997.27375379262
194185569.0,118696.47738693467,334662.4027661522
824978402.0,48646.75977653631,65847.05576322535
2348612642.0,43218.065326633165,391.0383558328146
3435945359.0,3707.6633165829144,496.0490353163148
18588919.0,7343.542713567839,21315.70657828618
1386364014.0,26366.50753768844,35705.2749132653
71560604.0,38625.08219178082,54760.710448290054
838502514.0,193697.824120603,1155867.468231294
22297031.0,38254.3216080402,186502.9359152346
3251455231.0,50812.769662921346,227032.78416592692
3382640066.0,165181.57591623036,1872915.974963632
34938685.0,5025.814070351758,6183.214033130385
149765637.0,30917.22110552764,78891.91296665996
2241040843.0,81709.39267015707,137318.69972503983
2749819601.0,85781.5,200011.2032056498
2202871868.0,24086.854271356784,250302.45910765752
3354034151.0,21133.57286432161,134433.2398842726
3032272031.0,143968.55080213904,472750.75053717964
2362805646.0,12671.117346938776,52494.83505897397
426501554.0,111377.27173913043,421955.90944708604
4172221638.0,76994.82631578947,827432.8818752844
3287882455.0,22401.97487437186,56471.8429546784
704523342.0,12646.96984924623,11521.656082504505
1037129802.0,35353.87628865979,204269.50579152678
40882376.0,44992.107142857145,117237.47728311075
4104904392.0,196780.40860215054,682491.4408664651
259398560.0,78417.93467336684,94962.51386959445
543113548.0,1905.09375,1917.6214818000287
50438882.0,56788.148148148146,61298.85899651272
1050096331.0,40640.221105527635,8423.921759513725
4422953174.0,222560.1375,1457959.7568799676
3200925057.0,70519.97422680413,346742.4468485506
39194666.0,634.4136125654451,3340.57893242979
1357774098.0,7818.614583333333,26611.435963099033
2243111964.0,303429.2102272727,1124831.8653053402
253554752.0,178790.7034883721,464757.7395205165
4004311695.0,22878.356783919597,38831.486436947744
4482795202.0,836.9095477386935,625.2656857273048
120344682.0,10861.62091503268,19090.858106826614
4340912892.0,37678.87817258883,323971.60241323366
98725558.0,68852.96984924623,596551.2105880596
2561434105.0,45186.5527638191,15337.239639019253
2284100936.0,86361.33333333333,154284.80887760792
1054172714.0,148443.94416243656,370045.025289936
902660155.0,80200.20812182741,278626.8524063144
291807276.0,41308.656565656565,193986.38321792835
3075701916.0,42115.92462311558,6732.936652694179
263590963.0,21974.20202020202,41186.0863250852
3015205673.0,24412.934673366835,53923.68351913762
15301343.0,65725.93969849247,57060.57493115321
2151712344.0,39246.301020408166,44263.12252714741
2618602598.0,116930.45728643217,173257.0316502572
72793593.0,192479.73076923078,449946.25128690846
505000901.0,4519.649214659686,3064.909248075573
2891710566.0,126206.19371727749,281510.290050959
120388905.0,54538.62814070352,73365.90222164786
2442864796.0,1606.9095477386934,7645.3143072172
484698262.0,80740.99404761905,49817.954210865755
3240818360.0,64902.497487437184,174339.3979955362
2871008877.0,1531.3819095477386,3550.407192285065
1106935134.0,268017.7587939699,3733822.3875524583
4368286333.0,145.43859649122808,1217.6428050194252
104449942.0,104241.1407035176,355465.15382775455
1345970232.0,79527.30150753769,125966.38072056662
238968490.0,270209.66310160427,1579334.999249455
3299544374.0,170389.98994974873,1668656.2149837094
1531168874.0,57527.41116751269,123972.04234142078
3287534414.0,39486.58793969849,66060.3360541634
2555897181.0,164997.93969849247,892761.3500345283
2243449855.0,103776.25,512696.3270598264
45805059.0,120740.0703517588,174711.09004789506
3313546470.0,245304.5,1277677.503301883
3944740275.0,58123.306532663315,172314.41326982522
223900261.0,192688.8021978022,282059.61971218185
3130980117.0,202028.898989899,2750108.4874687702
3229067995.0,496603.04545454547,1586461.3477491194
377767865.0,191718.46464646465,2087126.9770834283
234358206.0,13048.262195121952,51790.143007900784
2916294697.0,31571.31937172775,35509.206644046906
295864227.0,49946.522613065325,35445.31128341422
2286005470.0,201861.75879396984,2454351.997073825
3074248227.0,754.560975609756,2913.5846482262255
290499084.0,22654.195979899498,30773.842028625513
41161102.0,205663.461928934,846851.4505813766
485960656.0,135558.2676767677,161379.46977250426
63676663.0,43435.32663316583,3084.3812486916436
316109708.0,32635.286432160803,82636.49022883334
3251632475.0,33396.65217391304,171078.8502937369
2966100624.0,35334.70930232558,57927.70011550008
2342739973.0,10420.095477386934,10286.692320196105
3494699914.0,40677.804020100506,362110.4880750162
2986060527.0,76124.87939698492,135258.67477126903
109170521.0,123180.5527638191,282442.68575802597
3703243514.0,29300.729166666668,79300.57675106563
3077047801.0,197553.46733668342,1531115.2970659013
147495812.0,198575.18181818182,758442.1364506439
1961028044.0,176647.66834170854,366789.22587771085
2749195232.0,133375.06532663316,115447.74027291032
2188582026.0,29110.64824120603,319513.6525549446
82101274.0,181882.53299492385,534834.6813554863
3237436366.0,12208.939698492462,57973.84288739226
605565315.0,5939.18085106383,47671.33045656695
1684444903.0,8873.336683417085,12530.43692092809
4358872343.0,73521.6497461929,356964.26290831884
41365886.0,28129.91959798995,41446.60125888652
436100252.0,62822.10769230769,127319.12600384624
388274900.0,87219.82285714286,64577.72058639368
135563795.0,234188.96984924623,1100456.1127920258
525685170.0,7999.294416243655,24564.179811501872
23041645.0,4035.969849246231,5737.084631539149
3463464796.0,310290.7551020408,1355749.9724852052
2295261625.0,17499.124352331608,31844.775870193822
58997732.0,121390.7614213198,495242.6974890107
22333656.0,4655.2773722627735,11405.586964757924
3575130372.0,161.71859296482413,468.8130111281526
291615891.0,22435.683417085427,29792.691981133386
106281577.0,93220.09045226131,92114.63384148368
3829803932.0,189461.48730964467,976133.2908444618
1318828802.0,6152.904522613066,20584.914931317482
91450870.0,27536.643243243245,41707.77872554076
773679619.0,17622.045226130653,69151.07013544586
344115992.0,109034.45408163265,191656.8506019711
2320579934.0,46093.21578947368,162106.23335630627
44001801.0,46516.10884353742,52403.49605010974
2943250305.0,192283.25748502993,284939.5281870535
15522756.0,54196.78974358975,167667.14647686426
544382991.0,108764.61224489796,268447.34698403714
3252788801.0,513.1428571428571,421.6264338507571
2961731166.0,28694.688442211056,32920.92815163697
2868782895.0,52158.44221105528,98945.87150739142
78465193.0,17192.331658291456,26402.034271223252
1080786510.0,1912.0515463917525,4873.648402369655
568579411.0,11836.134502923976,29349.519265408147
1651736654.0,204940.56281407035,799870.5215776045
2903627705.0,18540.75376884422,41644.95107567242
387038254.0,34965.89447236181,81485.78847585374
3032426165.0,10927.195979899498,58018.666686829085
80999737.0,144068.29648241206,344841.08204122714
4080075975.0,45701.03816793893,130382.55413782306
4278258021.0,1906.8131868131868,24630.363721046324
3250621111.0,209330.4070351759,880725.1057451178
453943990.0,87843.10476190476,508250.89146279154
2432695399.0,183249.9187817259,325912.0808037514
4038367361.0,1356.78391959799,1852.2866971896228
3227372866.0,9185.84375,14730.857625468923
198912491.0,86406.96391752578,85517.78823340645
2349287108.0,264316.2817679558,1340741.6363981646
2340187291.0,19913.608040201005,89906.86496070502
174667446.0,187373.58378378378,306006.41363525024
2617230595.0,11638.417085427136,43728.63085673886
875124919.0,15220.291457286432,29098.463911960294
1536911095.0,83859.3216080402,887682.3546184365
2619185548.0,180333.9648241206,123128.056783375
126523026.0,1336.2663316582914,13911.81708395092
3289231435.0,22671.914572864323,33959.333755291125
544678058.0,158834.38888888888,120101.33164690086
111972836.0,1019.7035175879397,129.0202256657562
295603097.0,60906.066666666666,83797.364254496
612969870.0,54283.78391959799,79597.83829044038
299394251.0,51016.08724832215,78801.7576698951
102377428.0,177974.75510204083,592081.8084943068
59073984.0,60874.671957671955,98034.46053694944
18847106.0,53855.127071823204,81853.63133650701
3357946692.0,2771.208121827411,7983.518512531554
73141088.0,71301.45226130653,72972.18961944175
191123444.0,11719.286432160805,29897.95128379548
2238437917.0,114265.64661654136,530871.0092879662
2412972607.0,74636.35858585859,139432.6312017243
3063996721.0,177576.11340206186,430732.6804533687
3734470346.0,277347.6512820513,2073513.7734293279
2866224657.0,50510.14572864322,102163.18079166891
3225052286.0,9350.562814070352,18843.635331521382
3012362696.0,2027844.75,3984532.8223797563
317049274.0,45064.522613065325,56696.12045290483
3318703632.0,35485.703296703294,301502.351977231
3247113450.0,27194.949494949495,37130.23956533633
26297156.0,246135.74111675128,1802243.8924376077
92840722.0,235383.41708542712,589103.0063041308
1449155815.0,4856.116751269035,13529.735939419883
2361049553.0,218299.14736842105,483073.61104184715
1394548280.0,15044.813829787234,23465.835687963245
3177061729.0,41333.693467336685,479646.2129657267
321436860.0,232013.95454545456,844569.5757218003
4067940749.0,80984.3567839196,493320.8143240819
576499978.0,115398.97969543147,116741.74414483999
461197718.0,19997.77889447236,29470.73479825541
2512664264.0,130815.54594594595,1043319.7719205484
291772148.0,138288.47474747474,203499.4941260604
2249090276.0,39089.10052910053,146088.84203532693
3095754327.0,68827.95979899497,72860.71892101275
416366381.0,211830.82291666666,701830.1124888815
3435134091.0,24966.198473282442,34696.96082460861
3258491597.0,712.5208333333334,750.9910671235082
3181441434.0,5256.428571428572,13374.17685088602
24922764.0,20472.244444444445,44986.019971059264
330597583.0,54296.62944162437,72969.47283555103
3131503199.0,10295.27135678392,726.8846007778042
2185310671.0,31929.773869346733,13984.44758096811
2292832332.0,38189.804020100506,46396.242832709446
39586129.0,97212.87417218543,179509.76383544068
339366591.0,195605.86486486485,1417978.3935071896
3250192861.0,257643.41732283463,513753.3291806294
118807279.0,220654.72395833334,880460.7119038957
4585580901.0,1151.1557788944724,478.6103112181065
1476991075.0,92454.13567839196,943012.7315192801
706835023.0,127198.80710659898,530025.8674835108
86691503.0,16851.47738693467,19669.434687168952
121422723.0,11029.108695652174,28149.25042549394
428161313.0,190722.81218274112,947594.183916708
252499305.0,332043.9635416667,1045538.2801625655
615419877.0,295307.70680628275,2027696.0521226465
119422857.0,43399.5175879397,384214.29742587765
25622254.0,38314.26633165829,54137.28508056063
1970260302.0,42657.56783919598,72611.25984747378
3679821383.0,121017.84065934065,405033.3342280647
264491208.0,115817.83248730964,543905.9359600762
228838537.0,21972.046391752578,53872.640308482434
3387512331.0,98971.11557788945,668892.6030962941
2381471500.0,8843.778894472362,16300.084663323512
2602204381.0,7408.608040201005,20535.763601106686
398415418.0,218979.77551020408,978273.153480621
105786020.0,22477.64824120603,53709.43172252586
1916953958.0,16578.040201005024,36257.356897245874
3337612493.0,37313.87027027027,84045.013280011
2733938400.0,136779.59798994975,824687.3656791726
4188494007.0,240692.46153846153,2045216.350504609
465934469.0,43624.23115577889,121161.31832469357
473556033.0,8627.959798994974,12266.049799213104
242821575.0,4894.979899497487,6889.056420251254
483194292.0,292642.1256281407,577845.4516480517
2833854266.0,49073.132978723406,153836.0762754219
614340916.0,42645.804020100506,386988.78556873795
253030995.0,79406.2643678161,93109.09242252447
2901926526.0,19453.77319587629,14031.547464832174
45459291.0,139893.13065326633,386799.1975397441
425501261.0,65237.86934673367,258819.8091579464
3160187534.0,160419.6281407035,1090036.7104174108
87480775.0,4119.261306532663,7574.486632823004
3177024890.0,24367.86432160804,22782.29905447916
1284586999.0,6301.331606217616,16019.379676070466
231214259.0,105646.88953488372,106361.51720366583
3178168125.0,7765.165829145729,37364.010444411455
2812540626.0,79518.64324324325,105791.60650480415
2839975385.0,80848.61306532663,60689.49490832137
1324456993.0,146488.2192513369,511183.71876971
3282462541.0,5067.475903614458,60218.74641297862
563640153.0,71953.04278074867,254623.3468269904
149148123.0,227886.43718592965,443817.69547917653
3322210328.0,21232.046153846153,58030.645271428635
709602894.0,80005.9689119171,92347.06951034935
1399070276.0,25352.834170854272,9147.636254402141
1209812090.0,31101.180904522615,31705.71128817144
1097590657.0,6507.698492462311,18194.1706391299
2293801410.0,79817.77777777778,97073.27559541623
2435346834.0,35552.80904522613,32151.33706346536
256342733.0,47731.885416666664,70781.50925476727
252922634.0,42506.696132596684,67949.32002433535
113200771.0,142734.79396984924,372636.11136714445
236580395.0,97706.54773869347,102643.42134410075
108448895.0,36514.366834170854,122165.34178139037
2409008486.0,83988.21052631579,974059.7345785793
75074429.0,20414.778350515466,24892.500084173193
452297933.0,48244.61139896373,429204.09690442524
4142993113.0,307575.80904522614,3423376.5922350404
2502317748.0,16061.09090909091,39934.90435091823
1143504584.0,62536.5175879397,31311.610207354857
2918873840.0,24133.44041450777,27362.813830320356
1651183375.0,167067.46242774566,268495.35978273686
3303855346.0,187558.95979899497,357152.96422539087
284112256.0,18823.115577889446,22254.309732951937
3201005265.0,290.59685863874347,1913.5323439112076
3074829696.0,224451.95767195767,321258.46942850115
3862072934.0,80202.84343434343,758918.4583217123
25892900.0,75223.56565656565,95940.80774919983
385904339.0,17533.634920634922,28829.64635329638
4184692330.0,22419.640625,139338.65669181015
3101704765.0,273328.7482993197,1609315.4536503635
19730650.0,2386.4120603015076,4211.651085427447
575286156.0,13504.398843930636,16118.316129561555
3388203011.0,49890.27551020408,331335.05563116586
3149682218.0,61333.11616161616,378577.36334815103
2835691706.0,868.3869346733668,4908.566370653011
132962961.0,215829.52261306532,227951.53235863868
24594398.0,56716.748717948714,57201.055549194076
18027311.0,65410.05945945946,96465.47509435823
612521318.0,117011.14572864321,410765.2098328057
40307567.0,113726.04020100503,351420.3719066003
1617397705.0,93306.398989899,908332.7356999019
4517021320.0,16109.160427807486,57770.14602786819
28137647.0,41060.26804123711,59612.67459423935
3026180435.0,19303.820105820105,23113.679489293252
1639245974.0,12422.698979591836,40765.60889346932
3062922338.0,21762.81407035176,18509.77147999975
288061685.0,15639.934673366834,29045.82152636522
3430082386.0,73527.75376884422,86939.09069312498
448994100.0,10529.115577889448,14837.01259639678
923339203.0,76049.22613065326,305889.2619628466
151717207.0,24673.532663316582,24141.11100343331
3953605933.0,7033.647959183673,14393.685969171638
717985927.0,151119.18867924527,507533.4312644302
2539605696.0,2750.3366834170856,7162.709947440765
3281628907.0,4034.527638190955,10266.58323565651
115480038.0,64112.22613065327,226124.00516109428
2864723044.0,417303.22857142857,313434.73575258156
94274816.0,3003.2890173410406,22210.57325642219
3148448571.0,16009.979899497488,10449.530010810637
343033496.0,127718.61809045226,220575.4324610102
1628775798.0,385913.70535714284,533611.2285441566
240399054.0,36700.71717171717,61231.677907802405
1953150691.0,22315.474489795917,25768.32143358297
2241973103.0,221248.2311557789,1184145.9493109898
250216906.0,57811.38693467337,79438.06268263268
40122045.0,157063.3197969543,446287.2118132048
1955693167.0,49567.0,49541.0
17611734.0,238728.49171270718,1320091.2319787892
901571228.0,110550.35858585859,1183831.0549146365
2360287380.0,33958.09547738694,41978.19950802568
234643375.0,226885.7185929648,342906.3071132279
2401319456.0,274488.076142132,1909337.8408528382
1720506354.0,8871.765027322404,54618.8530777059
84722723.0,170867.12060301506,229833.46393083787
2947602791.0,322083.2684210526,968309.1902299033
2462643037.0,805.8333333333334,666.2803811431762
2310916754.0,246198.5890410959,2307072.612812846
3418647669.0,2193.429447852761,6606.998227822202
1095760777.0,277036.29891304346,2697596.2714193896
576341696.0,8957.708542713568,100902.73351216313
17373329.0,20721.31937172775,35087.956818306506
367189092.0,278452.7989949749,607183.3408272003
3392865693.0,777823.0,1454820.8456135874
2244351768.0,46139.62371134021,163480.24252501837
3051226182.0,3005.796954314721,22600.376271055542
339360417.0,37164.38121546961,52454.64033672021
17815585.0,4835.201005025126,10134.631286155933
27187128.0,218802.18090452263,560755.842438993
2242313196.0,36388.22335025381,67353.98951453224
3332419978.0,188111.09547738693,563601.8179883335
1316215032.0,227999.5080213904,1074264.7379696392
4084149018.0,14584.562841530054,99632.5014334449
2853096616.0,27945.608040201005,43260.01972143134
2389459800.0,148538.79396984924,378295.5022210231
2956070925.0,197942.15228426395,628866.2003161227
227697541.0,11367.100502512563,18608.07302809845
144762144.0,3826.668341708543,5084.446563277747
3313193810.0,277722.1130952381,1260116.362253136
3454511422.0,8420.601226993866,35613.440797917116
363068363.0,227377.31155778895,958949.038487942
2750217476.0,806.1818181818181,528.0098400452144
24183367.0,18117.356783919597,25653.240246488593
122077176.0,2888.879396984925,2575.8606339542935
3244714110.0,40884.19095477387,51768.074811530125
2464953955.0,2161.105527638191,740.032155976342
3233325308.0,22544.155778894474,48745.546834266956
3292941550.0,111612.6439790576,165285.53983796557
33211168.0,134056.8383233533,174033.95607813835
187028500.0,184671.02551020408,314029.64656238473
3383239815.0,278015.5,277416.5
3385967848.0,20454.35175879397,35345.68045093463
41401673.0,149370.7487437186,485133.30538565293
3152501892.0,139636.824,1110009.906266088
1569475945.0,124929.08585858585,492384.9420157424
505110999.0,20504.597989949747,41728.600198687534
